,jaccard index-1,jaccard index-50,jaccard index-100,jaccard index-250
2018-09-23,0.9428571428571428,0.6440677966101694,0.5,0.45132743362831856
2018-09-24,1.0,0.6440677966101694,0.5,0.45132743362831856
2018-09-25,1.0,0.6440677966101694,0.5,0.45132743362831856
2018-09-26,1.0,0.6101694915254238,0.5064935064935064,0.45132743362831856
2018-09-27,1.0,0.6101694915254238,0.5194805194805194,0.45132743362831856
2018-09-28,1.0,0.6101694915254238,0.5324675324675324,0.45132743362831856
2018-09-29,0.9705882352941176,0.5833333333333334,0.5256410256410257,0.45132743362831856
2018-09-30,0.7941176470588235,0.5833333333333334,0.5256410256410257,0.4424778761061947
2018-10-01,1.0,0.5833333333333334,0.5256410256410257,0.4424778761061947
2018-10-02,0.9310344827586207,0.5833333333333334,0.5324675324675324,0.4424778761061947
2018-10-03,0.9333333333333333,0.5833333333333334,0.5324675324675324,0.4424778761061947
2018-10-04,1.0,0.5833333333333334,0.5324675324675324,0.4424778761061947
2018-10-05,0.9333333333333333,0.5737704918032787,0.5256410256410257,0.45132743362831856
2018-10-06,1.0,0.6065573770491803,0.5512820512820513,0.45132743362831856
2018-10-07,1.0,0.6271186440677966,0.5384615384615384,0.45132743362831856
2018-10-08,1.0,0.6379310344827587,0.5256410256410257,0.45132743362831856
2018-10-09,0.9666666666666667,0.6379310344827587,0.5256410256410257,0.45132743362831856
2018-10-10,0.9666666666666667,0.6379310344827587,0.5256410256410257,0.4424778761061947
2018-10-11,0.9310344827586207,0.6551724137931034,0.5384615384615384,0.4424778761061947
2018-10-12,1.0,0.6551724137931034,0.5384615384615384,0.4424778761061947
2018-10-13,0.9285714285714286,0.6551724137931034,0.5384615384615384,0.4424778761061947
2018-10-14,1.0,0.6551724137931034,0.5454545454545454,0.4336283185840708
2018-10-15,1.0,0.6551724137931034,0.5454545454545454,0.4336283185840708
2018-10-16,1.0,0.6551724137931034,0.5526315789473685,0.4336283185840708
2018-10-17,1.0,0.6551724137931034,0.5526315789473685,0.4336283185840708
2018-10-18,1.0,0.6551724137931034,0.5789473684210527,0.4336283185840708
2018-10-19,1.0,0.6551724137931034,0.5789473684210527,0.4336283185840708
2018-10-20,1.0,0.6551724137931034,0.5789473684210527,0.4336283185840708
2018-10-21,1.0,0.6379310344827587,0.5789473684210527,0.4375
2018-10-22,1.0,0.6379310344827587,0.5866666666666667,0.43636363636363634
2018-10-23,1.0,0.6379310344827587,0.5866666666666667,0.43636363636363634
2018-10-24,0.9310344827586207,0.6379310344827587,0.5866666666666667,0.43636363636363634
2018-10-25,1.0,0.6206896551724138,0.5866666666666667,0.44545454545454544
2018-10-26,0.8666666666666667,0.6101694915254238,0.5789473684210527,0.44144144144144143
2018-10-27,0.9642857142857143,0.6379310344827587,0.5789473684210527,0.44144144144144143
2018-10-28,1.0,0.631578947368421,0.5657894736842105,0.44144144144144143
2018-10-29,1.0,0.631578947368421,0.5657894736842105,0.44144144144144143
2018-10-30,1.0,0.631578947368421,0.5733333333333334,0.44144144144144143
2018-10-31,0.9310344827586207,0.631578947368421,0.5733333333333334,0.44144144144144143
2018-11-01,0.9333333333333333,0.603448275862069,0.5866666666666667,0.44144144144144143
2018-11-02,0.9354838709677419,0.7288135593220338,0.5789473684210527,0.4375
2018-11-03,0.9354838709677419,0.5932203389830508,0.5789473684210527,0.4375
2018-11-04,0.9666666666666667,0.5932203389830508,0.5789473684210527,0.4375
2018-11-05,1.0,0.5932203389830508,0.5789473684210527,0.4375
2018-11-06,0.9666666666666667,0.5932203389830508,0.5866666666666667,0.44642857142857145
2018-11-07,0.9666666666666667,0.5932203389830508,0.5866666666666667,0.44642857142857145
2018-11-08,0.9655172413793104,0.5932203389830508,0.6,0.44642857142857145
2018-11-09,1.0,0.5932203389830508,0.6,0.44642857142857145
2018-11-10,1.0,0.631578947368421,0.5866666666666667,0.44642857142857145
2018-11-11,1.0,0.6140350877192983,0.6,0.44642857142857145
2018-11-12,1.0,0.6140350877192983,0.6,0.45045045045045046
2018-11-13,1.0,0.6140350877192983,0.6,0.45871559633027525
2018-11-14,1.0,0.6140350877192983,0.6,0.45871559633027525
2018-11-15,1.0,0.6363636363636364,0.5733333333333334,0.44954128440366975
2018-11-16,0.6086956521739131,0.6461538461538462,0.5609756097560976,0.43478260869565216
2018-11-17,0.9387755102040817,0.6461538461538462,0.5609756097560976,0.43478260869565216
2018-11-18,0.673469387755102,0.65625,0.5487804878048781,0.43478260869565216
2018-11-19,1.0,0.65625,0.5487804878048781,0.43478260869565216
2018-11-20,1.0,0.65625,0.5487804878048781,0.43478260869565216
2018-11-21,0.9411764705882353,0.65625,0.5487804878048781,0.4260869565217391
2018-11-22,1.0,0.65625,0.5487804878048781,0.4260869565217391
2018-11-23,0.9696969696969697,0.640625,0.5487804878048781,0.4260869565217391
2018-11-24,0.9696969696969697,0.65625,0.5487804878048781,0.4336283185840708
2018-11-25,0.9090909090909091,0.65625,0.573170731707317,0.4336283185840708
